nNoBorne,sStatut,sNomRue,sZoneGroupeCode,nLongitude,nLatitude,sTypeExploitation
11099,A,Décarie(Blvd),T-U-X-Z,-73.631804514873792000,45.484545397275888000,Régulier Payez-Partez
11100,A,Décarie(Blvd),T-U-X-Z,-73.630482482422593000,45.483966766329601000,Régulier Payez-Partez
11101,A,Décarie(Blvd),T-U-X-Z,-73.631622292703696000,45.485035246845804000,Régulier Payez-Partez
11102,A,Décarie(Blvd),T-U-X-Z,-73.629914935493232000,45.484258855360970000,Régulier Payez-Partez
11103,A,Décarie(Blvd),T-U-X-Z,-73.628314509089563000,45.482979168224610000,Régulier Payez-Partez
11104,A,Queen-Mary,T-U-X-Z,-73.630985438297643000,45.481721677498058000,Régulier Payez-Partez
11105,A,Queen-Mary,T-U-X-Z,-73.631046766739828000,45.481283937196388000,Régulier Payez-Partez
11106,A,Queen-Mary,T-U-X-Z,-73.630409237346413000,45.482360264556256000,Régulier Payez-Partez
11107,A,Queen-Mary,T-U-X-Z,-73.629924791752089000,45.482518216133386000,Régulier Payez-Partez
11108,A,Queen-Mary,T-U-X-Z,-73.629558425326579000,45.483303857662889000,Régulier Payez-Partez
11110,A,Queen-Mary,T-U-X-Z,-73.628910240721723000,45.484185837286958000,Régulier Payez-Partez
11111,A,Queen-Mary,T-U-X-Z,-73.628105658599310000,45.485100323420340000,Régulier Payez-Partez
11112,A,Queen-Mary,T-U-X-Z,-73.628419287132132000,45.484274270351641000,Régulier Payez-Partez
11114,A,Queen-Mary,T-U-X-Z,-73.627178490945269000,45.486139877496925000,Régulier Payez-Partez
11115,A,Queen-Mary,T-U-X-Z,-73.627323967994613000,45.485605916484275000,Régulier Payez-Partez
11116,A,Queen-Mary,T-U-X-Z,-73.626710915279233000,45.486289760936444000,Régulier Payez-Partez
11117,A,Sherbrooke,T-U-X-Z,-73.629955865306371000,45.463082395759017000,Régulier Payez-Partez
11118,A,Sherbrooke,T-U-X-Z,-73.620413308991431000,45.468307813451645000,Régulier Payez-Partez
11119,A,Sherbrooke,T-U-X-Z,-73.619667978218175000,45.468472717971785000,Régulier Payez-Partez
11120,A,Sherbrooke,T-U-X-Z,-73.618723526407166000,45.469177402995626000,Régulier Payez-Partez
11122,A,Sherbrooke,T-U-X-Z,-73.618241629530658000,45.469202468702349000,Régulier Payez-Partez
11123,A,Sherbrooke,T-U-X-Z,-73.617847354091268000,45.469628891366170000,Régulier Payez-Partez
11124,A,Sherbrooke,T-U-X-Z,-73.617227514341039000,45.469723500324371000,Régulier Payez-Partez
11125,A,Sherbrooke,T-U-X-Z,-73.616883565886241000,45.470125329100590000,Régulier Payez-Partez
11127,A,Monkland,T-U-X-Z,-73.628370556347107000,45.469616848145122000,Régulier Payez-Partez
11129,A,Monkland,T-U-X-Z,-73.627935257183253000,45.470097198616408000,Régulier Payez-Partez
11131,A,Monkland,T-U-X-Z,-73.626997012410428000,45.470855386877695000,Régulier Payez-Partez
11133,A,Monkland,T-U-X-Z,-73.626495568248473000,45.471408836946338000,Régulier Payez-Partez
11135,A,Monkland,T-U-X-Z,-73.624343862851859000,45.473762070035455000,Régulier Payez-Partez
11136,A,Monkland,T-U-X-Z,-73.624107603618910000,45.474296458538603000,Régulier Payez-Partez
11137,A,Monkland,T-U-X-Z,-73.623462751023368000,45.474733925354798000,Régulier Payez-Partez
11138,A,Monkland,T-U-X-Z,-73.623247478242135000,45.475255295505164000,Régulier Payez-Partez
11140,A,Marcil,T-U-X-Z,-73.622854111369875000,45.475795771674491000,Régulier Payez-Partez
11141,A,Monkland,T-U-X-Z,-73.622471760214410000,45.475827637119231000,Régulier Payez-Partez
11142,A,Monkland,T-U-X-Z,-73.622180798099933000,45.476434170646399000,Régulier Payez-Partez
11144,A,Girouard,T-U-X-Z,-73.621803320125252000,45.477037957332698000,Régulier Payez-Partez
11145,A,Monkland,T-U-X-Z,-73.621374687488014000,45.477059649977114000,Régulier Payez-Partez
11146,A,Saint-Hubert,RA-RB-RD-VB,-73.611890988423809000,45.540055206953880000,Régulier Payez-Partez
11148,A,Saint-Hubert,RA-RB-RD-VB,-73.610781027284361000,45.539550649137254000,Régulier Payez-Partez
11149,A,Saint-Hubert,RA-RB-RD-VB,-73.608665695827796000,45.538593364056773000,Régulier Payez-Partez
11151,A,Saint-Hubert,RA-RB-RD-VB,-73.607654837403786000,45.538136381481848000,Régulier Payez-Partez
11152,A,Saint-Hubert,RB-RC-RD-VB,-73.605124568663513000,45.536994831837539000,Régulier Payez-Partez
11154,A,Saint-Hubert,RB-RC-RD-VB,-73.604187273613135000,45.536569850817884000,Régulier Payez-Partez
11155,A,Saint-Hubert,RB-RC-RD-VB,-73.601884848583978000,45.535527613322117000,Régulier Payez-Partez
11157,A,Saint-Hubert,RB-RC-RD-VB,-73.600748947043854000,45.535015686270839000,Régulier Payez-Partez
11158,A,Saint-Hubert,RB-RC-RD-VB,-73.599419906580238000,45.534396614016544000,Régulier Payez-Partez
11160,A,Saint-Hubert,RB-RC-RD-VB,-73.597666723454822000,45.533607576474758000,Régulier Payez-Partez
11161,A,Bélanger,RA-RB-RD-VB,-73.612345145978949000,45.536816985518165000,Régulier Payez-Partez
11163,A,Bélanger,RA-RB-RD-VB,-73.611218575492771000,45.538068569815387000,Régulier Payez-Partez
11164,A,Bélanger,RA-RB-RD-VB,-73.610514210289878000,45.538838780590645000,Régulier Payez-Partez
11165,A,Bélanger,RA-RB-RD-VB,-73.609359365604391000,45.540027788900552000,Régulier Payez-Partez
11168,A,Bélanger,RA-RB-RD-VB,-73.607760890838023000,45.541811106179573000,Régulier Payez-Partez
11169,A,Bélanger,RA-RB-RD-VB,-73.612009456253830000,45.536893531418251000,Régulier Payez-Partez
11170,A,Bélanger,RA-RB-RD-VB,-73.611354441220286000,45.537606195330547000,Régulier Payez-Partez
11174,A,Bélanger,RA-RB-RD-VB,-73.608943890942399000,45.540245960563027000,Régulier Payez-Partez
11175,A,Bélanger,RA-RB-RD-VB,-73.607947499960858000,45.541340226982356000,Régulier Payez-Partez
11177,A,Beaubien,RA-RB-RC-RD,-73.604619511292014000,45.534319902322743000,Régulier Payez-Partez
11178,A,Beaubien,RA-RB-RC-RD,-73.603742536804504000,45.535270050666298000,Régulier Payez-Partez
11179,A,Jean-Talon,RA-RB-VA-VB,-73.618556312808650000,45.534244109486792000,Régulier Payez-Partez
11180,A,Jean-Talon,RA-RB-VA-VB,-73.616917323205740000,45.535495550292481000,Régulier Payez-Partez
11182,A,Jean-Talon,RA-RB-VA-VB,-73.615965420971193000,45.536516407783374000,Régulier Payez-Partez
11183,A,Jean-Talon,RA-RB-RD-VB,-73.614658776996819000,45.537912938532152000,Régulier Payez-Partez
11184,A,Jean-Talon,RA-RB-RD-VB,-73.613264985637287000,45.540068512668348000,Régulier Payez-Partez
11188,A,Saint-Laurent,RA-RB-VA-VB,-73.615948454283270000,45.533520103945634000,Régulier Payez-Partez
11189,A,Saint-Laurent,RA-RB-RC-VA,-73.614587555937092000,45.532899643922832000,Régulier Payez-Partez
11190,A,Saint-Laurent,RA-RB-RC-VA,-73.613245310914380000,45.532289326302688000,Régulier Payez-Partez
11191,A,Saint-Laurent,RA-RB-RC-VA,-73.611287316295602000,45.531400739800567000,Régulier Payez-Partez
11192,A,Saint-Laurent,RA-RB-RC-VA,-73.609763123989026000,45.530708271080634000,Régulier Payez-Partez
11193,A,Saint-Laurent,RA-RB-RC-VA,-73.607728834388226000,45.529784481040046000,Régulier Payez-Partez
11195,A,Saint-Laurent,RA-RB-VA-VB,-73.617323010786450000,45.534143053209000000,Régulier Payez-Partez
11196,A,Saint-Laurent,RA-RB-VA-VB,-73.617246925578740000,45.534269401547270000,Régulier Payez-Partez
11197,A,Saint-Laurent,RA-RB-RC-VA,-73.615824045402007000,45.533619762706756000,Régulier Payez-Partez
11199,A,Saint-Laurent,RA-RB-RC-VA,-73.612990820453149000,45.532333310455805000,Régulier Payez-Partez
11200,A,Saint-Laurent,RA-RB-RC-VA,-73.609765900402564000,45.530868072432980000,Régulier Payez-Partez
11202,A,Saint-Laurent,RA-RB-RC-VA,-73.607703177606965000,45.529931880833303000,Régulier Payez-Partez
11203,A,Saint-Laurent,RA-RB-RC-VA,-73.606444894632574000,45.529361698586342000,Régulier Payez-Partez
11205,A,Mozart,RA-RB-VA-VB,-73.615637932682048000,45.533139418187318000,Régulier Payez-Partez
11209,A,Bélanger,RA-RB-RC-VA,-73.614643957094458000,45.533389613128101000,Régulier Payez-Partez
11211,A,Dante,RA-RB-RC-VA,-73.613920890801737000,45.532801195954619000,Régulier Payez-Partez
11214,A,Saint-Zotique,RA-RB-RC-VA,-73.612805525461709000,45.531497165698525000,Régulier Payez-Partez
11216,A,Saint-Zotique,RA-RB-RC-VA,-73.611809345513109000,45.532063909546714000,Régulier Payez-Partez
11217,A,Clark,RA-RB-RC-VA,-73.612358625598517000,45.531250705858291000,Régulier Payez-Partez
11219,A,Beaubien,RA-RB-RC-VA,-73.608097312924556000,45.530764473672320000,Régulier Payez-Partez
11221,A,Casgrain,RA-RB-VA-VB,-73.615638795229046000,45.535088268549110000,Régulier Payez-Partez
11225,A,Henri-Julien,RA-RB-VA-VB,-73.614528244063521000,45.536627781642323000,Régulier Payez-Partez
11226,A,Papineau,RB-RD-VB-VC,-73.599312762986486000,45.544296987402376000,Régulier Payez-Partez
11228,A,Papineau,RB-RD-VB-VC,-73.597918567414212000,45.543648268194218000,Régulier Payez-Partez
11231,A,Bélanger,RB-RD-VB-VC,-73.601949889866717000,45.547939162821876000,Régulier Payez-Partez
11232,A,Bélanger,RB-RD-VB-VC,-73.601189255172073000,45.548837051823952000,Régulier Payez-Partez
11233,A,Bélanger,RB-RD-VB-VC,-73.600570760637211000,45.549563689128377000,Régulier Payez-Partez
11234,A,Bélanger,RB-RD-VB-VC,-73.599672297493370000,45.550625337775074000,Régulier Payez-Partez
11236,A,Bélanger,RB-RD-VB-VC,-73.598829760722111000,45.551616086747821000,Régulier Payez-Partez
11237,A,Bélanger,RB-RD-VB-VC,-73.597899267565367000,45.552701999329095000,Régulier Payez-Partez
11240,A,Masson,RA-RB-RC-RD,-73.576817034528375000,45.545087325225659000,Régulier Payez-Partez
11242,A,Masson,RA-RB-RC-RD,-73.576280773751435000,45.545961647438958000,Régulier Payez-Partez
11244,A,Masson,RA-RB-RC-RD,-73.575438052939731000,45.547342199915590000,Régulier Payez-Partez
11247,A,Masson,RA-RB-RC-RD,-73.574581220664825000,45.548751976957568000,Régulier Payez-Partez
11248,A,Masson,RA-RB-RC-RD,-73.574214353105219000,45.549350349626565000,Régulier Payez-Partez
11250,A,Masson,RA-RB-RC-RD,-73.573466721707860000,45.550581544215568000,Régulier Payez-Partez
11253,A,Masson,RA-RB-RC-RD,-73.576859881598537000,45.544692984952384000,Régulier Payez-Partez
11255,A,Masson,RA-RB-RC-RD,-73.575713360796712000,45.546578323241469000,Régulier Payez-Partez
11258,A,Masson,RA-RB-RC-RD,-73.574763700174302000,45.548145016718131000,Régulier Payez-Partez
11259,A,Masson,RA-RB-RC-RD,-73.574266170186178000,45.548965910684103000,Régulier Payez-Partez
11261,A,Masson,RA-RB-RC-RD,-73.573652428472428000,45.549973200607134000,Régulier Payez-Partez
11265,A,Notre-Dame,J-L-M-SP,-73.564304467890125000,45.493716971790441000,Régulier Payez-Partez
11266,A,Notre-Dame,J-L-M-SP,-73.563407897908391000,45.495045414704883000,Régulier Payez-Partez
11267,A,Notre-Dame,J-L-M-SP,-73.563061381591396000,45.495627653861789000,Régulier Payez-Partez
11268,A,Mont-Royal,PG-PH-PL-PM,-73.588425498833260000,45.517948416307647000,Régulier Payez-Partez
11269,A,Mont-Royal,PG-PH-PL-PM,-73.588546325904730000,45.517445071618539000,Régulier Payez-Partez
11270,A,Mont-Royal,PG-PH-PL-PM,-73.587829766835455000,45.518601802274162000,Régulier Payez-Partez
11272,A,Mont-Royal,PE-PG-PH-PM,-73.587084690943257000,45.519202633701319000,Régulier Payez-Partez
11273,A,Mont-Royal,PE-PG-PH-PM,-73.586837682960990000,45.519694985924367000,Régulier Payez-Partez
11275,A,Mont-Royal,PE-PG-PH-PM,-73.586170500003249000,45.520429307331334000,Régulier Payez-Partez
11276,A,Mont-Royal,PF-PG-PH-PJ,-73.585619421163628000,45.521043119434765000,Régulier Payez-Partez
11277,A,Mont-Royal,PF-PG-PH-PJ,-73.585703607230343000,45.520748167062884000,Régulier Payez-Partez
11278,A,Mont-Royal,PF-PG-PH-PJ,-73.585203771410647000,45.521486912747065000,Régulier Payez-Partez
11281,A,Mont-Royal,PF-PG-PH-PJ,-73.584812382992766000,45.521718448606769000,Régulier Payez-Partez
11282,A,Mont-Royal,PF-PG-PH-PJ,-73.584299302574180000,45.522276090332959000,Régulier Payez-Partez
11283,A,Mont-Royal,PF-PG-PH-PJ,-73.584197525809358000,45.522612993493240000,Régulier Payez-Partez
11284,A,Mont-Royal,PF-PG-PH-PJ,-73.583481326164801000,45.523198067569076000,Régulier Payez-Partez
11285,A,Mont-Royal,PF-PG-PH-PJ,-73.583370623387580000,45.523542468691495000,Régulier Payez-Partez
11286,A,Mont-Royal,PF-PG-PH-PJ,-73.582451788244839000,45.524374605187504000,Régulier Payez-Partez
11289,A,Mont-Royal,PF-PG-PH-PJ,-73.581509751936423000,45.525661575226479000,Régulier Payez-Partez
11290,A,Mont-Royal,PD-PH-PJ-PK,-73.580838978149131000,45.526382688268257000,Régulier Payez-Partez
11291,A,Mont-Royal,PD-PH-PJ-PK,-73.580842965797018000,45.526123692271995000,Régulier Payez-Partez
11292,A,Mont-Royal,PD-PH-PJ-PK,-73.580314561042016000,45.526947806322326000,Régulier Payez-Partez
11296,A,Mont-Royal,PD-PH-PJ-PK,-73.579564485393405000,45.527750294905523000,Régulier Payez-Partez
11297,A,Mont-Royal,PD-PH-PJ-PK,-73.579650597272362000,45.527392219073548000,Régulier Payez-Partez
11299,A,Mont-Royal,PD-PH-PJ-PK,-73.578752936326069000,45.528591113891984000,Régulier Payez-Partez
11300,A,Mont-Royal,PD-PH-PJ-PK,-73.578944083840639000,45.528155625935838000,Régulier Payez-Partez
11302,A,Mont-Royal,PD-PH-PJ-PK,-73.578204127997495000,45.529170161202600000,Régulier Payez-Partez
11305,A,Mont-Royal,PD-PH-PJ-PK,-73.577766065976320000,45.529414579809305000,Régulier Payez-Partez
11306,A,Mont-Royal,PD-PH-PJ-PK,-73.577444438256848000,45.529987961760860000,Régulier Payez-Partez
11310,A,Mont-Royal,PD-PH-PJ-PK,-73.576687318393013000,45.530559919582949000,Régulier Payez-Partez
11313,A,Mont-Royal,PD-PH-PJ-PK,-73.576491404221585000,45.531001021876413000,Régulier Payez-Partez
11317,A,Mont-Royal,PD-PH-PJ-PK,-73.575439865662247000,45.532120514806245000,Régulier Payez-Partez
11318,A,Mont-Royal,PD-PH-PJ-PK,-73.575676224769325000,45.531638084441631000,Régulier Payez-Partez
11321,A,Mont-Royal,PD-PH-PJ-PK,-73.575004041048373000,45.532357180348072000,Régulier Payez-Partez
11325,A,Mont-Royal,PD-PH-PJ-PK,-73.574262233274737000,45.533139131478869000,Régulier Payez-Partez
11326,A,Mont-Royal,PD-PH-PJ-PK,-73.573904704680757000,45.533724676081782000,Régulier Payez-Partez
11328,A,Mont-Royal,PD-PH-PJ-PK,-73.573069178175032000,45.534409948566648000,Régulier Payez-Partez
11329,A,Mont-Royal,PD-PH-PJ-PK,-73.572934721249652000,45.534752269897204000,Régulier Payez-Partez
11332,A,Mont-Royal,PD-PH-PJ-PK,-73.571939548228272000,45.535556520100492000,Régulier Payez-Partez
11333,A,Mont-Royal,PD-PH-PJ-PK,-73.571534271886719000,45.536235629403542000,Régulier Payez-Partez
11334,A,Mont-Royal,PD-PH-PJ-PK,-73.570713151707679000,45.536872877132183000,Régulier Payez-Partez
11335,A,Mont-Royal,PD-PH-PJ-PK,-73.570632865014602000,45.537187093816442000,Régulier Payez-Partez
11337,A,Mont-Royal,PD-PH-PJ-PK,-73.569840048702545000,45.537776758936730000,Régulier Payez-Partez
11338,A,Mont-Royal,PD-PH-PJ-PK,-73.569667554813108000,45.538197502306851000,Régulier Payez-Partez
11340,A,Mont-Royal,PD-PH-PJ-PK,-73.569075254747190000,45.538813593750902000,Régulier Payez-Partez
11341,A,Parc,E-G-PA-PB,-73.576473785979957000,45.510711307824870000,Régulier Payez-Partez
11343,A,Parc,E-G-PA-PB,-73.575839515403103000,45.510577870212849000,Régulier Payez-Partez
11345,A,Parc,E-G-PA-PB,-73.575058440371791000,45.510048367206039000,Régulier Payez-Partez
11347,A,Parc,E-G-PA-PB,-73.574841312743871000,45.510112653430419000,Régulier Payez-Partez
11349,A,Milton,E-G-PA-PB,-73.573716279852619000,45.509359128435442000,Régulier Payez-Partez
11350,A,Parc,E-G-PA-PB,-73.572705170158869000,45.508922949916382000,Régulier Payez-Partez
11353,A,Parc,E-G-PA-PB,-73.572323534800361000,45.508965098673578000,Régulier Payez-Partez
11355,A,Saint-Urbain,PA-PB-PC-PE,-73.576018220518748000,45.513660884858403000,Régulier Payez-Partez
11357,A,Pins,PA-PB-PC-PE,-73.575513298250982000,45.514406393309578000,Régulier Payez-Partez
11362,A,Saint-Laurent,PA-PB-PC-PE,-73.574578596131673000,45.514892972485697000,Régulier Payez-Partez
11363,A,Saint-Laurent,PA-PB-PC-PE,-73.574398250083988000,45.514655471651594000,Régulier Payez-Partez
11364,A,Saint-Laurent,PA-PB-PC-PE,-73.573217315836914000,45.514116544531269000,Régulier Payez-Partez
11366,A,Saint-Laurent,PA-PB-PC-PE,-73.573299183123041000,45.514308741174361000,Régulier Payez-Partez
11367,A,Saint-Laurent,G-PA-PB-PE,-73.571518267933058000,45.513347798126759000,Régulier Payez-Partez
11371,A,Saint-Laurent,G-PA-PB-PE,-73.571326908463064000,45.513423607487653000,Régulier Payez-Partez
11372,A,Saint-Laurent,G-PA-PB-PE,-73.569619191423087000,45.512652330990569000,Régulier Payez-Partez
11373,A,Clark,G-PA-PB-PE,-73.569868580373267000,45.512006480991069000,Régulier Payez-Partez
11376,A,Saint-Louis  Voie N + S,G-PC-PD-PF,-73.570680548063322000,45.516731455352023000,Régulier Payez-Partez
11379,A,Saint-Louis  Voie N + S,G-PC-PD-PF,-73.569823729780111000,45.516565026353746000,Régulier Payez-Partez
11380,A,Saint-Louis  Voie N + S,G-PC-PD-PF,-73.569036061291087000,45.517418900147497000,Régulier Payez-Partez
11381,A,Malines,G-PC-PD-PF,-73.569230315192797000,45.518021621482674000,Régulier Payez-Partez
11385,A,Saint-Denis,G-PC-PD-PF,-73.571208117039703000,45.518515376201734000,Régulier Payez-Partez
11387,A,Saint-Denis,G-PC-PD-PF,-73.569652602001682000,45.517804761955297000,Régulier Payez-Partez
11388,A,Saint-Denis,G-PC-PD-PF,-73.569859170176642000,45.518109459013253000,Régulier Payez-Partez
11391,A,Saint-Denis,G-PC-PD-S,-73.568522755470923000,45.517497453683859000,Régulier Payez-Partez
11392,A,Berri,G-PC-PD-S,-73.567529671320543000,45.518007360201892000,Régulier Payez-Partez
11394,A,Calixa-Lavallée,PC-PD-S-W,-73.565766011649814000,45.524862508780991000,Régulier Payez-Partez
11396,A,Calixa-Lavallée,PC-PD-S-W,-73.566082055582953000,45.525251946559450000,Régulier Payez-Partez
11397,A,Calixa-Lavallée,PC-PD-S-W,-73.565272342900883000,45.524899810692808000,Régulier Payez-Partez
11399,A,Rachel,PD-PF-PH-PJ,-73.576383328849289000,45.523606041795802000,Régulier Payez-Partez
11401,A,Rachel,PD-PF-PH-PJ,-73.575432028501410000,45.524669405254137000,Régulier Payez-Partez
11402,A,Rachel,PD-PF-PH-PJ,-73.575045706190380000,45.525341531573090000,Régulier Payez-Partez
11406,A,Saint-Laurent,PB-PE-PF-PG,-73.583697427740404000,45.518828599488877000,Régulier Payez-Partez
11408,A,Saint-Laurent,PB-PE-PF-PG,-73.582549912857189000,45.518316717502977000,Régulier Payez-Partez
11409,A,Saint-Laurent,PB-PE-PF-PG,-73.583437265346063000,45.518874898906709000,Régulier Payez-Partez
11410,A,Saint-Laurent,PB-PE-PF-PG,-73.582167828911878000,45.518305595285021000,Régulier Payez-Partez
11411,A,Saint-Laurent,PB-PE-PF-PG,-73.581110064180336000,45.517666743495390000,Régulier Payez-Partez
11413,A,Saint-Laurent,PB-PE-PF-PG,-73.580101734169943000,45.517201956292595000,Régulier Payez-Partez
11415,A,Saint-Laurent,PB-PE-PF-PG,-73.580307476089715000,45.517457826081817000,Régulier Payez-Partez
11416,A,Saint-Laurent,PB-PC-PE-PF,-73.579354156816166000,45.516864803237105000,Régulier Payez-Partez
11417,A,Saint-Laurent,PB-PC-PE-PF,-73.578502240553931000,45.516641371120826000,Régulier Payez-Partez
11419,A,Saint-Laurent,PB-PC-PE-PF,-73.578194060233670000,45.516343123258395000,Régulier Payez-Partez
11420,A,Saint-Laurent,PB-PC-PE-PF,-73.577160693284497000,45.515879391023354000,Régulier Payez-Partez
11421,A,Saint-Laurent,PB-PC-PE-PF,-73.576046322087691000,45.515383859208121000,Régulier Payez-Partez
11424,A,Saint-Laurent,PB-PC-PE-PF,-73.576850841977958000,45.515906489445918000,Régulier Payez-Partez
11426,A,Rachel,PB-PE-PF-PG,-73.583004168941272000,45.516546962738445000,Régulier Payez-Partez
11428,A,Rachel,PB-PE-PF-PG,-73.582264425325022000,45.517248047075022000,Régulier Payez-Partez
11431,A,Rachel,PB-PE-PF-PG,-73.581251335660753000,45.518334280728098000,Régulier Payez-Partez
11433,A,Rachel,PD-PE-PF-PH,-73.580839830828253000,45.518814208302686000,Régulier Payez-Partez
11435,A,Rachel,PD-PE-PF-PH,-73.580425500298404000,45.519219885230370000,Régulier Payez-Partez
11437,A,Rachel,PD-PE-PF-PH,-73.579547268627635000,45.520165636888045000,Régulier Payez-Partez
11442,A,Rachel,PD-PE-PF-PH,-73.577500286149643000,45.522376369436145000,Régulier Payez-Partez
11444,A,Rachel,PD-PE-PF-PH,-73.577129800947148000,45.522825513651959000,Régulier Payez-Partez
11448,A,Duluth,PD-PE-PF-PH,-73.578547946351080000,45.517974129878262000,Régulier Payez-Partez
11450,A,Duluth,PD-PE-PF-PH,-73.577707306754050000,45.518673431786645000,Régulier Payez-Partez
11452,A,Duluth,PD-PE-PF-PH,-73.576664195333677000,45.519792626410421000,Régulier Payez-Partez
11454,A,Duluth,PD-PE-PF-PH,-73.575213138155135000,45.521362858115239000,Régulier Payez-Partez
11457,A,Saint-Hubert,PD-PE-PF-PH,-73.574456888635766000,45.522473047832122000,Régulier Payez-Partez
11459,A,Saint-Denis,PD-PE-PF-PH,-73.580022453085562000,45.522534136321646000,Régulier Payez-Partez
11460,A,Saint-Denis,PD-PE-PF-PH,-73.579209313685482000,45.522166422863620000,Régulier Payez-Partez
11461,A,Saint-Denis,PD-PE-PF-PH,-73.579233371188693000,45.522382364041775000,Régulier Payez-Partez
11466,A,Saint-Denis,PD-PE-PF-PH,-73.576531740088683000,45.520944443709986000,Régulier Payez-Partez
11468,A,Saint-Denis,PD-PE-PF-PH,-73.576828591829056000,45.521293456622608000,Régulier Payez-Partez
11471,A,Saint-Denis,PC-PD-PE-PF,-73.574866961566983000,45.520181282890036000,Régulier Payez-Partez
11472,A,Saint-Denis,PC-PD-PE-PF,-73.573346211419420000,45.519492048507132000,Régulier Payez-Partez
11473,A,Saint-Denis,PC-PD-PE-PF,-73.574640675503801000,45.520290459874694000,Régulier Payez-Partez
11475,A,Saint-Denis,PC-PD-PE-PF,-73.573235059340163000,45.519652307319497000,Régulier Payez-Partez
11476,A,Parc,PG-PL-PM-TA,-73.593491749835991000,45.518506252627120000,Régulier Payez-Partez
11478,A,Parc,PG-PL-PM-TA,-73.593115887719676000,45.518532657029624000,Régulier Payez-Partez
11479,A,Parc,PG-PL-PM-TA,-73.591665963105328000,45.517698418006034000,Régulier Payez-Partez
11480,A,Parc,PG-PL-PM-TA,-73.590303551118637000,45.517102323399897000,Régulier Payez-Partez
11482,A,Parc,PG-PL-PM-TA,-73.590778644831232000,45.517501893015002000,Régulier Payez-Partez
11483,A,Saint-Laurent,PE-PG-PH-PM,-73.590958300293934000,45.522120742696146000,Régulier Payez-Partez
11484,A,Saint-Laurent,PE-PG-PH-PM,-73.589952614433997000,45.521661282032824000,Régulier Payez-Partez
11485,A,Saint-Laurent,PE-PG-PH-PM,-73.590243979884576000,45.521953713351330000,Régulier Payez-Partez
11487,A,Saint-Laurent,PE-PG-PH-PM,-73.588531525091398000,45.521013798827610000,Régulier Payez-Partez
11489,A,Saint-Laurent,PE-PG-PH-PM,-73.587015841675580000,45.520320230402639000,Régulier Payez-Partez
11490,A,Saint-Laurent,PE-PG-PH-PM,-73.588610452711833000,45.521204285412452000,Régulier Payez-Partez
11491,A,Saint-Laurent,PE-PG-PH-PM,-73.587526580492280000,45.520708283260205000,Régulier Payez-Partez
11494,A,Saint-Laurent,PE-PG-PH-PM,-73.585736375108780000,45.519741288225802000,Régulier Payez-Partez
11495,A,Saint-Laurent,PE-PG-PH-PM,-73.584557056769640000,45.519210976680021000,Régulier Payez-Partez
11498,A,Saint-Laurent,PE-PG-PH-PM,-73.584995809819844000,45.519564124752876000,Régulier Payez-Partez
11499,A,Saint-Denis,PG-PH-PM-PN,-73.588915072734537000,45.526593575867750000,Régulier Payez-Partez
11500,A,Saint-Denis,PG-PH-PJ-PM,-73.588470308294248000,45.526601056917265000,Régulier Payez-Partez
11501,A,Saint-Denis,PF-PG-PH-PJ,-73.587004955595717000,45.525715470311184000,Régulier Payez-Partez
11503,A,Saint-Denis,PF-PG-PH-PJ,-73.586781626033996000,45.525828625385962000,Régulier Payez-Partez
11505,A,Saint-Denis,PF-PG-PH-PJ,-73.584889082324054000,45.524746658667645000,Régulier Payez-Partez
11506,A,Saint-Denis,PF-PG-PH-PJ,-73.583550988566969000,45.524136654073260000,Régulier Payez-Partez
11507,A,Saint-Denis,PF-PG-PH-PJ,-73.585332276772320000,45.525171707329008000,Régulier Payez-Partez
11510,A,Saint-Denis,PF-PG-PH-PJ,-73.583622830072656000,45.524378865343401000,Régulier Payez-Partez
11512,A,Saint-Denis,PF-PG-PH-PJ,-73.582253664974900000,45.523549586299033000,Régulier Payez-Partez
11513,A,Saint-Denis,PF-PG-PH-PJ,-73.581273089886679000,45.523102995773570000,Régulier Payez-Partez
11514,A,Saint-Denis,PF-PG-PH-PJ,-73.582103481743999000,45.523686913325214000,Régulier Payez-Partez
11515,A,Saint-Denis,PF-PG-PH-PJ,-73.581170355301239000,45.523263287097492000,Régulier Payez-Partez
11516,A,Bernard,PG-PL-PM-TA,-73.605917701202642000,45.523386904334266000,Régulier Payez-Partez
11518,A,Bernard,PG-PL-PM-TA,-73.605047212110179000,45.524317080643108000,Régulier Payez-Partez
11519,A,Bernard,PG-PL-PM-TA,-73.605011197198635000,45.524101287203926000,Régulier Payez-Partez
11520,A,Saint-Viateur,PG-PL-PM-TA,-73.602697994214353000,45.521770762268474000,Régulier Payez-Partez
11522,A,Saint-Viateur,PG-PL-PM-TA,-73.601742498525255000,45.522612769740874000,Régulier Payez-Partez
11525,A,Laurier,PG-PL-PM-TA,-73.596434260617784000,45.518777820147555000,Régulier Payez-Partez
11527,A,Laurier,PG-PL-PM-TA,-73.595565842156304000,45.519770145899798000,Régulier Payez-Partez
11529,A,Parc,PG-PL-PM-TA,-73.608932013961692000,45.525087377813684000,Régulier Payez-Partez
11530,A,Parc,PG-PL-PM-TA,-73.607360615351297000,45.524392397034873000,Régulier Payez-Partez
11531,A,Parc,PG-PL-PM-TA,-73.606423129766540000,45.523977656311949000,Régulier Payez-Partez
11533,A,Parc,PG-PL-PM-TA,-73.607694621302088000,45.524728375381791000,Régulier Payez-Partez
